"property_type","room_type","accommodates","month_year","active_listing_rate","min_price","max_price","median_price","avg_price","distinct_hosts","superhost_rate","avg_review_scores_rating","total_stays","avg_estimated_revenue_per_active_listing","pct_change_active_listings","pct_change_inactive_listings"
entire loft,entire home/apt,6,"01-2021",100.00,98.00,1200.00,219.0,301.40,10,30.00,89.30,186,5125.60,0.00,
entire loft,entire home/apt,6,"02-2021",100.00,98.00,1200.00,218.0,306.11,9,22.22,88.56,189,4384.44,-10.00,
entire loft,entire home/apt,6,"03-2021",100.00,98.00,1200.00,218.0,304.56,9,22.22,88.56,177,3845.00,0.00,
entire loft,entire home/apt,6,"04-2021",100.00,98.00,304.00,218.0,203.00,7,28.57,85.57,179,5019.71,-22.22,
entire loft,entire home/apt,7,"08-2020",100.00,557.00,557.00,557.0,557.00,1,0.00,100.00,2,1114.00,,
entire loft,entire home/apt,7,"09-2020",100.00,550.00,550.00,550.0,550.00,1,0.00,100.00,4,1100.00,100.00,
entire loft,entire home/apt,7,"10-2020",100.00,558.00,558.00,558.0,558.00,1,0.00,100.00,2,1116.00,-50.00,
entire loft,entire home/apt,7,"11-2020",100.00,560.00,560.00,560.0,560.00,1,0.00,100.00,29,16240.00,0.00,
entire loft,entire home/apt,7,"12-2020",100.00,644.00,644.00,644.0,644.00,1,0.00,100.00,2,1288.00,0.00,
entire loft,entire home/apt,7,"01-2021",100.00,709.00,709.00,709.0,709.00,1,0.00,100.00,2,1418.00,0.00,
entire loft,entire home/apt,7,"02-2021",100.00,518.00,518.00,518.0,518.00,1,0.00,100.00,2,1036.00,0.00,
entire loft,entire home/apt,7,"03-2021",100.00,515.00,515.00,515.0,515.00,1,0.00,100.00,2,1030.00,0.00,
entire loft,entire home/apt,7,"04-2021",100.00,525.00,525.00,525.0,525.00,1,0.00,100.00,2,1050.00,0.00,
entire loft,entire home/apt,8,"08-2020",100.00,173.00,364.00,268.5,268.50,2,50.00,100.00,44,6671.00,,
entire loft,entire home/apt,8,"09-2020",100.00,173.00,403.00,288.0,288.00,2,50.00,100.00,39,6823.50,0.00,
entire loft,entire home/apt,8,"10-2020",100.00,224.00,414.00,319.0,319.00,2,50.00,100.00,37,6994.00,0.00,
entire loft,entire home/apt,8,"11-2020",100.00,224.00,350.00,287.0,287.00,2,50.00,97.50,39,6258.00,0.00,
entire loft,entire home/apt,8,"12-2020",100.00,314.00,500.00,407.0,407.00,2,50.00,98.00,52,10954.00,0.00,
entire loft,entire home/apt,8,"01-2021",100.00,500.00,500.00,500.0,500.00,1,100.00,100.00,30,15000.00,-50.00,
entire place,entire home/apt,1,"08-2020",100.00,35.00,100.00,67.5,67.50,2,0.00,100.00,60,2025.00,,
entire place,entire home/apt,1,"09-2020",100.00,35.00,100.00,67.5,67.50,2,0.00,100.00,60,2025.00,0.00,
entire place,entire home/apt,1,"10-2020",100.00,35.00,100.00,67.5,67.50,2,0.00,100.00,60,2025.00,0.00,
entire place,entire home/apt,1,"11-2020",100.00,35.00,100.00,67.5,67.50,2,0.00,100.00,60,2025.00,0.00,
entire place,entire home/apt,1,"12-2020",100.00,35.00,100.00,67.5,67.50,2,0.00,100.00,60,2025.00,0.00,
entire place,entire home/apt,1,"01-2021",100.00,35.00,100.00,67.5,67.50,2,0.00,100.00,60,2025.00,0.00,
entire place,entire home/apt,1,"02-2021",100.00,35.00,100.00,67.5,67.50,2,0.00,100.00,60,2025.00,0.00,
entire place,entire home/apt,1,"03-2021",100.00,35.00,100.00,67.5,67.50,2,0.00,100.00,60,2025.00,0.00,
entire place,entire home/apt,1,"04-2021",100.00,35.00,100.00,67.5,67.50,2,0.00,100.00,60,2025.00,0.00,
entire place,entire home/apt,2,"08-2020",100.00,50.00,250.00,93.0,123.75,12,16.67,92.83,222,1997.50,,
entire place,entire home/apt,2,"09-2020",100.00,50.00,250.00,97.85499999999999,120.34,13,15.38,93.86,301,2462.59,16.67,
entire place,entire home/apt,2,"10-2020",100.00,50.00,250.00,93.0,112.50,12,16.67,93.08,300,2877.50,-14.29,
entire place,entire home/apt,2,"11-2020",100.00,50.00,250.00,93.0,112.50,12,16.67,93.17,238,2026.17,0.00,
entire place,entire home/apt,2,"12-2020",100.00,50.00,250.00,93.0,112.50,12,16.67,93.17,263,2213.75,0.00,
entire place,entire home/apt,2,"01-2021",100.00,50.00,250.00,96.0,120.00,13,15.38,93.15,310,2553.85,8.33,
entire place,entire home/apt,2,"02-2021",100.00,50.00,250.00,96.0,120.00,13,15.38,93.15,225,1865.31,0.00,
entire place,entire home/apt,2,"03-2021",100.00,50.00,250.00,96.0,120.00,13,15.38,93.08,244,1930.08,0.00,
entire place,entire home/apt,2,"04-2021",100.00,50.00,250.00,98.0,121.07,14,21.43,93.57,282,2175.14,7.69,
entire place,entire home/apt,3,"08-2020",100.00,70.00,153.00,112.5,112.00,4,0.00,87.50,120,3360.00,,
entire place,entire home/apt,3,"09-2020",100.00,70.00,153.00,115.0,113.50,6,0.00,92.50,240,3405.00,100.00,
entire place,entire home/apt,3,"10-2020",100.00,70.00,153.00,115.0,113.00,6,0.00,90.83,180,3390.00,-25.00,
entire place,entire home/apt,3,"11-2020",100.00,70.00,153.00,115.0,113.00,6,0.00,90.83,180,3390.00,0.00,
entire place,entire home/apt,3,"12-2020",100.00,70.00,153.00,115.0,113.00,6,0.00,90.83,180,3390.00,0.00,
entire place,entire home/apt,3,"01-2021",100.00,70.00,153.00,115.0,113.00,6,0.00,90.83,180,3390.00,0.00,
entire place,entire home/apt,3,"02-2021",100.00,70.00,153.00,115.0,113.00,6,0.00,90.83,180,3390.00,0.00,
entire place,entire home/apt,3,"03-2021",100.00,70.00,153.00,115.0,113.00,6,0.00,90.83,180,3390.00,0.00,
entire place,entire home/apt,3,"04-2021",100.00,70.00,153.00,115.0,113.00,6,0.00,90.83,180,3390.00,0.00,
entire place,entire home/apt,4,"08-2020",100.00,132.00,350.00,150.0,210.67,3,0.00,95.00,61,5044.00,,
entire place,entire home/apt,4,"09-2020",100.00,60.00,350.00,152.0,167.43,5,0.00,98.29,210,5022.86,133.33,
entire place,entire home/apt,4,"10-2020",100.00,60.00,350.00,150.0,179.80,5,0.00,98.00,150,5394.00,-28.57,
entire place,entire home/apt,4,"11-2020",100.00,60.00,350.00,150.0,180.20,5,0.00,98.00,150,5406.00,0.00,
entire place,entire home/apt,4,"12-2020",100.00,60.00,350.00,151.0,182.20,5,0.00,98.00,138,5103.60,0.00,
entire place,entire home/apt,4,"01-2021",100.00,60.00,350.00,150.0,178.20,5,0.00,98.00,123,4638.60,0.00,
entire place,entire home/apt,4,"02-2021",100.00,60.00,350.00,167.0,185.40,5,0.00,98.00,125,4727.00,0.00,
entire place,entire home/apt,4,"03-2021",100.00,60.00,350.00,150.0,178.80,5,0.00,96.40,134,4935.20,0.00,
entire place,entire home/apt,4,"04-2021",100.00,60.00,350.00,150.0,180.40,5,0.00,96.00,137,5042.80,0.00,
entire place,entire home/apt,5,"08-2020",100.00,120.00,450.00,350.0,306.67,3,0.00,98.00,61,5816.67,,
entire place,entire home/apt,5,"09-2020",100.00,120.00,450.00,285.0,285.00,2,0.00,100.00,60,8550.00,-33.33,
entire place,entire home/apt,5,"10-2020",100.00,120.00,450.00,285.0,285.00,2,0.00,100.00,60,8550.00,0.00,
entire place,entire home/apt,5,"11-2020",100.00,120.00,450.00,285.0,285.00,2,0.00,100.00,60,8550.00,0.00,
entire place,entire home/apt,5,"12-2020",100.00,120.00,450.00,285.0,285.00,2,0.00,100.00,60,8550.00,0.00,
entire place,entire home/apt,5,"01-2021",100.00,120.00,450.00,285.0,285.00,2,0.00,100.00,60,8550.00,0.00,
entire place,entire home/apt,5,"02-2021",100.00,120.00,450.00,300.0,290.00,3,0.00,98.00,60,5700.00,50.00,
entire place,entire home/apt,5,"03-2021",100.00,120.00,450.00,285.0,285.00,2,0.00,100.00,60,8550.00,-33.33,
entire place,entire home/apt,5,"04-2021",100.00,120.00,450.00,285.0,285.00,2,0.00,100.00,60,8550.00,0.00,
entire place,entire home/apt,6,"08-2020",100.00,236.00,390.00,313.0,313.00,2,0.00,86.50,60,9390.00,,
entire place,entire home/apt,6,"09-2020",100.00,235.71,390.00,236.0,287.24,2,0.00,84.33,90,8617.10,50.00,
entire place,entire home/apt,6,"10-2020",100.00,236.00,390.00,313.0,313.00,2,0.00,86.50,60,9390.00,-33.33,
entire place,entire home/apt,6,"11-2020",100.00,210.00,390.00,300.0,300.00,2,0.00,86.50,60,9000.00,0.00,
entire place,entire home/apt,6,"12-2020",100.00,210.00,390.00,300.0,300.00,2,0.00,86.50,60,9000.00,0.00,
entire place,entire home/apt,6,"01-2021",100.00,210.00,390.00,300.0,300.00,2,0.00,86.50,60,9000.00,0.00,
entire place,entire home/apt,6,"02-2021",100.00,210.00,390.00,300.0,300.00,2,0.00,86.50,60,9000.00,0.00,
entire place,entire home/apt,6,"03-2021",100.00,210.00,390.00,300.0,300.00,2,0.00,86.50,60,9000.00,0.00,
entire place,entire home/apt,6,"04-2021",100.00,210.00,390.00,300.0,300.00,2,0.00,86.50,60,9000.00,0.00,
entire serviced apartment,entire home/apt,1,"08-2020",100.00,22.00,2500.00,128.0,883.33,3,0.00,100.00,61,25262.67,,
entire serviced apartment,entire home/apt,1,"09-2020",100.00,22.00,128.00,75.0,75.00,2,0.00,100.00,31,394.00,-33.33,
entire serviced apartment,entire home/apt,1,"10-2020",100.00,22.00,128.00,75.0,75.00,2,0.00,100.00,31,394.00,0.00,
entire serviced apartment,entire home/apt,1,"11-2020",100.00,22.00,128.00,75.0,75.00,2,0.00,100.00,31,394.00,0.00,
entire serviced apartment,entire home/apt,1,"12-2020",100.00,22.00,128.00,75.0,75.00,2,0.00,100.00,31,394.00,0.00,
entire serviced apartment,entire home/apt,1,"01-2021",100.00,22.00,128.00,75.0,75.00,2,0.00,100.00,31,394.00,0.00,
entire serviced apartment,entire home/apt,1,"02-2021",100.00,22.00,128.00,75.0,75.00,2,0.00,100.00,31,394.00,0.00,
entire serviced apartment,entire home/apt,1,"03-2021",100.00,22.00,128.00,75.0,75.00,2,0.00,100.00,31,394.00,0.00,
entire serviced apartment,entire home/apt,1,"04-2021",100.00,22.00,128.00,75.0,75.00,2,0.00,100.00,31,394.00,0.00,
entire serviced apartment,entire home/apt,2,"08-2020",100.00,60.00,788.00,149.5,181.40,32,18.75,95.54,370,1428.78,,
entire serviced apartment,entire home/apt,2,"09-2020",100.00,60.00,1771.00,155.5,205.70,32,18.75,95.52,518,1706.65,8.00,
entire serviced apartment,entire home/apt,2,"10-2020",100.00,60.00,788.00,155.0,179.41,32,18.75,96.24,586,2008.75,-5.56,
entire serviced apartment,entire home/apt,2,"11-2020",100.00,60.00,788.00,159.5,185.50,32,18.75,95.02,458,1707.42,1.96,
entire serviced apartment,entire home/apt,2,"12-2020",100.00,60.00,788.00,185.0,215.98,31,16.13,94.57,534,2565.14,-15.38,
entire serviced apartment,entire home/apt,2,"01-2021",100.00,60.00,788.00,171.0,198.26,30,16.67,94.21,399,1911.58,-2.27,
entire serviced apartment,entire home/apt,2,"02-2021",100.00,60.00,788.00,179.0,195.37,31,16.13,94.70,379,1769.33,6.98,
entire serviced apartment,entire home/apt,2,"03-2021",100.00,60.00,788.00,167.0,178.55,32,15.63,93.98,394,1780.17,2.17,
entire serviced apartment,entire home/apt,2,"04-2021",100.00,60.00,788.00,180.0,193.31,30,16.67,91.76,416,2087.64,-10.64,
entire serviced apartment,entire home/apt,3,"08-2020",100.00,165.00,313.00,186.0,220.00,5,20.00,97.50,51,1364.88,,
entire serviced apartment,entire home/apt,3,"09-2020",100.00,118.00,402.00,180.0,210.45,7,28.57,100.00,154,2652.09,37.50,
entire serviced apartment,entire home/apt,3,"10-2020",100.00,165.00,365.00,220.0,235.50,6,33.33,98.38,99,3107.38,-27.27,
entire serviced apartment,entire home/apt,3,"11-2020",100.00,165.00,361.00,209.5,231.88,6,33.33,98.88,172,5382.50,0.00,
entire serviced apartment,entire home/apt,3,"12-2020",100.00,192.00,457.00,278.0,318.83,4,25.00,99.00,84,4777.17,-25.00,
entire serviced apartment,entire home/apt,3,"01-2021",100.00,170.00,417.00,260.5,277.83,4,25.00,98.67,42,1502.67,0.00,
entire serviced apartment,entire home/apt,3,"02-2021",100.00,186.00,440.00,277.5,299.33,4,25.00,98.67,29,1785.00,0.00,
entire serviced apartment,entire home/apt,3,"03-2021",100.00,195.00,423.00,309.0,304.00,4,25.00,98.67,60,3273.33,0.00,
entire serviced apartment,entire home/apt,3,"04-2021",100.00,220.00,356.00,298.0,290.29,5,40.00,98.57,114,4794.86,16.67,
entire serviced apartment,entire home/apt,4,"08-2020",100.00,109.00,450.00,216.0,233.03,23,21.74,93.52,365,2687.53,,
entire serviced apartment,entire home/apt,4,"09-2020",100.00,110.00,1714.00,199.5,282.05,24,20.83,91.80,394,2563.20,11.11,
entire serviced apartment,entire home/apt,4,"10-2020",100.00,108.00,530.00,209.0,230.80,25,20.00,92.13,413,2868.79,0.00,
entire serviced apartment,entire home/apt,4,"11-2020",100.00,109.00,389.00,215.5,220.18,23,21.74,91.61,298,2203.71,-6.67,
entire serviced apartment,entire home/apt,4,"12-2020",100.00,109.00,679.00,230.0,265.75,23,21.74,92.11,602,5368.32,0.00,
entire serviced apartment,entire home/apt,4,"01-2021",100.00,98.00,590.00,192.0,242.00,23,21.74,91.93,359,2646.25,0.00,
entire serviced apartment,entire home/apt,4,"02-2021",100.00,109.00,459.00,220.0,236.14,24,20.83,92.34,334,2047.07,3.57,
entire serviced apartment,entire home/apt,4,"03-2021",100.00,109.00,459.00,228.0,248.39,23,21.74,88.29,342,2208.07,-3.45,
entire serviced apartment,entire home/apt,4,"04-2021",100.00,109.00,650.00,263.0,285.31,24,25.00,88.24,393,2777.86,3.57,
entire serviced apartment,entire home/apt,5,"08-2020",100.00,140.00,255.00,250.0,224.50,5,40.00,77.67,22,674.83,,
entire serviced apartment,entire home/apt,5,"09-2020",100.00,140.00,257.00,250.0,228.43,5,40.00,79.86,19,424.29,16.67,
entire serviced apartment,entire home/apt,5,"10-2020",100.00,149.00,257.00,250.0,226.33,5,40.00,79.50,57,2025.33,-14.29,
entire serviced apartment,entire home/apt,5,"11-2020",100.00,139.00,278.00,250.0,235.50,5,40.00,83.17,20,600.17,0.00,
entire serviced apartment,entire home/apt,5,"12-2020",100.00,141.00,296.00,250.0,236.60,5,40.00,81.20,95,4299.00,-16.67,
entire serviced apartment,entire home/apt,5,"01-2021",100.00,135.00,269.00,155.0,190.60,5,40.00,81.40,59,2082.80,0.00,
entire serviced apartment,entire home/apt,5,"02-2021",100.00,149.00,290.00,189.0,206.60,5,40.00,81.60,71,2797.80,0.00,
entire serviced apartment,entire home/apt,5,"03-2021",100.00,149.00,309.00,189.0,210.40,5,40.00,81.80,71,2611.40,0.00,
entire serviced apartment,entire home/apt,5,"04-2021",100.00,135.00,399.00,236.5,250.33,6,33.33,85.00,78,2653.50,20.00,
entire serviced apartment,entire home/apt,6,"08-2020",100.00,180.00,626.00,374.5,363.25,10,20.00,96.42,71,2470.25,,
entire serviced apartment,entire home/apt,6,"09-2020",100.00,142.00,2286.00,380.0,569.15,10,20.00,92.15,154,6222.00,8.33,
entire serviced apartment,entire home/apt,6,"10-2020",100.00,171.00,768.00,439.5,450.80,8,25.00,96.80,154,7782.70,-23.08,
entire serviced apartment,entire home/apt,6,"11-2020",100.00,159.00,820.00,380.0,415.55,9,22.22,92.00,163,6548.09,10.00,
entire serviced apartment,entire home/apt,6,"12-2020",100.00,180.00,800.00,472.0,535.45,9,33.33,94.55,239,12173.18,0.00,
entire serviced apartment,entire home/apt,6,"01-2021",100.00,180.00,825.00,563.0,526.30,8,37.50,94.00,78,2674.20,-9.09,
entire serviced apartment,entire home/apt,6,"02-2021",100.00,180.00,823.00,456.0,453.27,8,37.50,97.73,128,4331.18,10.00,
entire serviced apartment,entire home/apt,6,"03-2021",100.00,180.00,866.00,511.0,473.55,8,37.50,94.55,98,3633.64,0.00,
entire serviced apartment,entire home/apt,6,"04-2021",100.00,180.00,845.00,517.0,472.08,9,33.33,94.67,191,7351.50,9.09,
entire serviced apartment,entire home/apt,7,"08-2020",100.00,274.00,333.00,303.5,303.50,2,50.00,97.00,9,1292.00,,
entire serviced apartment,entire home/apt,7,"09-2020",100.00,274.00,345.00,309.5,309.50,2,50.00,97.00,11,1578.00,0.00,
entire serviced apartment,entire home/apt,7,"10-2020",100.00,274.00,336.00,305.0,305.00,2,50.00,97.00,33,5451.00,0.00,
entire serviced apartment,entire home/apt,7,"11-2020",100.00,342.00,347.00,344.5,344.50,2,50.00,97.00,11,1898.50,0.00,
entire serviced apartment,entire home/apt,7,"12-2020",100.00,342.00,426.00,384.0,384.00,2,50.00,77.00,17,3327.00,0.00,
entire serviced apartment,entire home/apt,7,"01-2021",100.00,223.00,340.00,281.5,281.50,2,50.00,77.00,29,4871.50,0.00,
entire serviced apartment,entire home/apt,7,"02-2021",100.00,234.00,378.00,306.0,306.00,2,50.00,77.00,34,6138.00,0.00,
entire serviced apartment,entire home/apt,7,"03-2021",100.00,245.00,395.00,320.0,320.00,2,50.00,77.00,12,2070.00,0.00,
entire serviced apartment,entire home/apt,7,"04-2021",100.00,256.00,413.00,334.5,334.50,2,50.00,83.50,14,2577.00,0.00,
entire serviced apartment,entire home/apt,8,"08-2020",100.00,369.00,369.00,369.0,369.00,1,100.00,96.00,7,2583.00,,
entire serviced apartment,entire home/apt,8,"09-2020",100.00,340.00,340.00,340.0,340.00,1,100.00,96.00,9,3060.00,0.00,
entire serviced apartment,entire home/apt,8,"10-2020",100.00,359.00,359.00,359.0,359.00,1,100.00,96.00,3,1077.00,0.00,
entire serviced apartment,entire home/apt,8,"11-2020",100.00,379.00,379.00,379.0,379.00,1,100.00,96.00,4,1516.00,0.00,
entire serviced apartment,entire home/apt,8,"12-2020",100.00,487.00,487.00,487.0,487.00,1,100.00,96.00,7,3409.00,0.00,
entire serviced apartment,entire home/apt,8,"01-2021",100.00,436.00,436.00,436.0,436.00,1,100.00,96.00,1,436.00,0.00,
entire serviced apartment,entire home/apt,8,"02-2021",100.00,359.00,359.00,359.0,359.00,1,100.00,96.00,4,1436.00,0.00,
entire serviced apartment,entire home/apt,8,"03-2021",100.00,388.00,388.00,388.0,388.00,1,100.00,96.00,6,2328.00,0.00,
entire serviced apartment,entire home/apt,8,"04-2021",100.00,479.00,479.00,479.0,479.00,1,100.00,95.00,4,1916.00,0.00,
entire townhouse,entire home/apt,2,"08-2020",100.00,28.00,300.00,120.0,137.93,41,26.83,96.37,829,2422.20,,
entire townhouse,entire home/apt,2,"09-2020",100.00,28.00,300.00,120.0,137.85,47,21.28,95.78,1257,2798.42,30.43,
entire townhouse,entire home/apt,2,"10-2020",100.00,28.00,300.00,120.0,139.87,47,23.40,95.90,1142,2910.49,-13.33,
entire townhouse,entire home/apt,2,"11-2020",100.00,28.00,300.00,120.0,141.04,45,24.44,96.62,1094,2960.06,-3.85,
entire townhouse,entire home/apt,2,"12-2020",100.00,28.00,300.00,120.0,140.33,43,23.26,96.94,1236,3505.56,-4.00,
entire townhouse,entire home/apt,2,"01-2021",100.00,28.00,300.00,120.0,136.70,42,23.81,96.89,1041,3011.15,-2.08,
entire townhouse,entire home/apt,2,"02-2021",100.00,28.00,300.00,120.0,137.26,42,21.43,97.06,1047,2994.94,0.00,
entire townhouse,entire home/apt,2,"03-2021",100.00,28.00,500.00,120.0,145.27,43,20.93,97.08,1084,3257.94,2.13,
entire townhouse,entire home/apt,2,"04-2021",100.00,28.00,500.00,120.0,142.43,42,21.43,97.00,1122,3324.21,-2.08,
entire townhouse,entire home/apt,3,"08-2020",100.00,75.00,300.00,132.0,145.34,21,23.81,96.95,415,2734.34,,
entire townhouse,entire home/apt,3,"09-2020",100.00,52.00,650.00,132.0,169.86,24,25.00,97.52,589,3503.59,38.10,
entire townhouse,entire home/apt,3,"10-2020",100.00,52.00,650.00,125.0,158.00,24,25.00,97.38,560,3693.75,-17.24,
entire townhouse,entire home/apt,3,"11-2020",100.00,52.00,650.00,125.0,159.13,24,25.00,97.33,531,3416.71,0.00,
entire townhouse,entire home/apt,3,"12-2020",100.00,52.00,650.00,142.0,164.56,27,22.22,97.44,604,3589.04,12.50,
entire townhouse,entire home/apt,3,"01-2021",100.00,52.00,1000.00,131.0,185.14,28,21.43,97.61,619,3702.46,3.70,
entire townhouse,entire home/apt,3,"02-2021",100.00,52.00,1000.00,142.0,214.28,25,20.00,97.72,548,3872.16,-10.71,
entire townhouse,entire home/apt,3,"03-2021",100.00,52.00,1000.00,138.0,201.29,24,20.83,97.63,601,5147.92,-4.00,
entire townhouse,entire home/apt,3,"04-2021",100.00,52.00,679.00,138.0,166.45,22,18.18,97.59,519,3239.36,-8.33,
entire townhouse,entire home/apt,4,"08-2020",100.00,49.00,1000.00,195.0,231.08,176,15.34,96.15,4031,5084.02,,
entire townhouse,entire home/apt,4,"09-2020",100.00,50.00,1000.00,194.0,229.34,206,13.59,96.26,5881,5392.04,35.91,
entire townhouse,entire home/apt,4,"10-2020",100.00,50.00,1000.00,195.5,232.90,203,14.29,96.31,5278,5768.29,-14.63,
entire townhouse,entire home/apt,4,"11-2020",100.00,49.00,1000.00,195.5,235.84,201,13.93,96.28,5170,5721.42,-0.95,
entire townhouse,entire home/apt,4,"12-2020",100.00,49.00,2143.00,200.0,262.50,197,15.23,96.67,5187,6181.11,-1.44,
entire townhouse,entire home/apt,4,"01-2021",100.00,49.00,1000.00,200.0,241.09,192,14.06,96.71,5003,5837.80,-3.41,
entire townhouse,entire home/apt,4,"02-2021",100.00,49.00,1000.00,200.0,237.34,195,14.36,96.42,5051,5888.45,1.52,
entire townhouse,entire home/apt,4,"03-2021",100.00,49.00,1000.00,200.0,236.62,194,14.43,96.66,5143,5937.93,-0.50,
entire townhouse,entire home/apt,4,"04-2021",100.00,49.00,1000.00,200.0,236.05,185,14.05,96.39,5041,6029.08,-4.50,
entire townhouse,entire home/apt,5,"08-2020",100.00,90.00,800.00,206.0,278.91,58,22.41,96.81,1180,5103.33,,
entire townhouse,entire home/apt,5,"09-2020",100.00,90.00,800.00,200.0,266.17,65,21.54,96.65,1610,5340.13,29.31,
entire townhouse,entire home/apt,5,"10-2020",100.00,90.00,800.00,199.5,267.43,65,21.54,97.02,1470,5501.85,-12.00,
entire townhouse,entire home/apt,5,"11-2020",100.00,90.00,800.00,225.0,281.88,64,20.31,96.86,1511,6145.40,-1.52,
entire townhouse,entire home/apt,5,"12-2020",100.00,100.00,1200.00,235.0,294.12,68,20.59,96.86,1608,6264.28,6.15,
entire townhouse,entire home/apt,5,"01-2021",100.00,99.00,980.00,214.0,286.15,66,19.70,96.49,1531,6119.67,-2.90,
entire townhouse,entire home/apt,5,"02-2021",100.00,90.00,800.00,225.0,280.52,64,20.31,96.58,1521,5912.49,-2.99,
entire townhouse,entire home/apt,5,"03-2021",100.00,90.00,800.00,219.5,281.19,63,19.05,96.56,1495,5952.64,-1.54,
entire townhouse,entire home/apt,5,"04-2021",100.00,90.00,800.00,215.5,283.95,65,18.46,96.26,1608,6111.95,3.13,
entire townhouse,entire home/apt,6,"08-2020",100.00,86.00,1550.00,288.0,333.32,129,22.48,95.77,2917,7004.23,,
entire townhouse,entire home/apt,6,"09-2020",100.00,86.00,1550.00,282.5,327.18,139,21.58,95.45,3679,6891.84,25.93,
